STORE ID, NAME, CITY, STATE, ZIP, CUSTOMER ACCOUNT NUMBER, ORDER_ID, SKU, ORDER AMOUNT, DATETIME 
1084,LINCOLN ROAD,Miami Beach,Florida,33139,1.68938E+18,1.08402E+23,IC199901/A,19.00,20130801080012
1179,SYRACUSE,Syracuse,New York,13204,5.15117E+18,1.17902E+23,IA19201/S,599.00,20130801080012
1157,MENLO PARK,Edison,New Jersey,8837,5.62049E+18,1.15702E+23,AT210004/Z,0.00,20130801080012
1161,GARDEN STATE PLAZA,Paramus,New Jersey,7653,9.05193E+18,1.16102E+23,IG197901/Z,19.00,20130801080012
1095,MALL OF GEORGIA,Buford,Georgia,30519,5.31266E+16,1.09502E+23,IG139901/A,23.00,20130801080012
1005,ARROWHEAD,Glendale,Arizona,85308,7.72606E+18,1.00502E+23,AT210004/Z,0.00,20130801080012
1201,WALNUT STREET,Philadelphia,Pennsylvania,19103,4.55067E+18,1.20102E+23,IC199901/A,19.00,20130801080012
1018,CORTE MADERA,Corte Madera,California,94925,9.3327E+18,1.01802E+23,IG197901/Z,19.00,20130801080012
1065,CHERRY CREEK,Denver,Colorado,80206,3.54555E+18,1.06502E+23,IC299901/S,19.00,20130801080012
1217,NORTHPARK CENTER,Dallas,Texas,75225,5.62702E+17,1.21702E+23,IN20100/X,149.00,20130801080012
1215,THE DOMAIN,Austin,Texas,78758,5.75166E+18,1.21502E+23,IC199901/A,39.00,20130801080012
1193,CROCKER PARK,Westlake,Ohio,44145,2.16684E+18,1.19302E+23,IM622000/R,529.00,20130801080012
1179,SYRACUSE,Syracuse,New York,13204,6.2222E+18,1.17902E+23,IC199901/A,39.00,20130801080012
1106,ORLAND SQUARE MALL,Orland Park,Illinois,60462,1.10551E+18,1.10602E+23,IP40000/Z,450.00,20130801080012
1132,NORTHSHORE,Peabody,Massachusetts,1960,5.42829E+18,1.13202E+23,AT210004/Z,0.00,20130801080012
1028,THE GROVE,Los Angeles,California,90036,6.33574E+18,1.02802E+23,IC299901/S,19.00,20130801080012
1201,WALNUT STREET,Philadelphia,Pennsylvania,19103,7.28867E+18,1.20102E+23,IG139901/A,23.00,20130801080012
1225,WILLOWBROOK MALL,Houston,Texas,77070,6.66973E+18,1.22502E+23,IM622000/R,529.00,20130801080012
1037,PALO ALTO,Palo Alto,California,94301,2.28733E+18,1.03702E+23,IC199901/A,19.00,20130801080012
1051,HILLSDALE,San Mateo,California,94403,2.37961E+18,1.05102E+23,IP40006/Z,549.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,6.97897E+18,1.14902E+23,IM622000/R,529.00,20130801080012
1002,ANCHORAGE 5TH AVENUE MALL,Anchorage,Alaska,99501,3.64246E+17,1.00202E+23,IM634033/R,329.00,20130801080012
1123,BOYLSTON STREET,Boston,Massachusetts,2116,8.05507E+18,1.12302E+23,AT210004/Z,99.00,20130801080012
1066,ASPEN GROVE,Littleton,Colorado,80120,1.82412E+18,1.06602E+23,IG139901/A,23.00,20130801080012
1091,NORTH POINT,Alpharetta,Georgia,30022,8.15455E+18,1.09102E+23,IG139901/A,23.00,20130801080012
1028,THE GROVE,Los Angeles,California,90036,6.56477E+18,1.02802E+23,IC199901/A,39.00,20130801080012
1137,SOMERSET,Troy,Michigan,48084,4.68634E+18,1.13702E+23,IG139901/A,23.00,20130801080012
1046,CHESTNUT STREET,San Francisco,California,94123,1.13641E+18,1.04602E+23,IA19201/S,599.00,20130801080012
1140,UPTOWN,Minneapolis,Minnesota,55408,3.95026E+18,1.14002E+23,IC199901/A,19.00,20130801080012
1027,CENTURY CITY,Los Angeles,California,90067,7.36985E+18,1.02702E+23,IC299901/S,19.00,20130801080012
1129,DERBY STREET,Hingham,Massachusetts,2043,9.95747E+18,1.12902E+23,MM79991/A,999.00,20130801080012
1214,BARTON CREEK,Austin,Texas,78746,3.76364E+18,1.21402E+23,IC199901/A,19.00,20130801080012
1163,SHORT HILLS,Short Hills,New Jersey,7078,3.57336E+18,1.16302E+23,IC299901/S,19.00,20130801080012
1054,THIRD STREET PROMENADE,Santa Monica,California,90401,7.13982E+18,1.05402E+23,IC199901/A,19.00,20130801080012
1073,CHRISTIANA MALL,Newark,Delaware,19702,4.23425E+18,1.07302E+23,IG139901/A,23.00,20130801080012
1173,FIFTH AVENUE,New York,New York,10153,7.51573E+18,1.17302E+23,IG197901/Z,19.00,20130801080012
1197,WASHINGTON SQUARE,Tigard,Oregon,97223,9.633E+18,1.19702E+23,IM634033/R,329.00,20130801080012
1022,FASHION FAIR,Fresno,California,93710,7.07035E+16,1.02202E+23,IG197901/Z,19.00,20130801080012
1126,CAMBRIDGESIDE,Cambridge,Massachusetts,2141,8.6862E+18,1.12602E+23,IM622000/R,529.00,20130801080012
1243,UNIVERSITY VILLAGE,Seattle,Washington,98105,5.05336E+17,1.24302E+23,AE20004/A,199.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,5.34566E+18,1.14902E+23,AT02340/A,299.00,20130801080012
1027,CENTURY CITY,Los Angeles,California,90067,1.47219E+18,1.02702E+23,IM634033/R,329.00,20130801080012
1202,ROSS PARK,Pittsburgh,Pennsylvania,16237,6.33595E+18,1.20202E+23,AT210004/Z,0.00,20130801080012
1184,NORTHLAKE MALL,Charlotte,North Carolina,28216,1.28719E+17,1.18402E+23,IA18201/S,499.00,20130801080012
1178,STATEN ISLAND,Staten Island,New York,10314,6.88557E+18,1.17802E+23,IC199901/A,19.00,20130801080012
1217,NORTHPARK CENTER,Dallas,Texas,75225,9.07868E+18,1.21702E+23,IG197901/Z,19.00,20130801080012
1237,TYSONS CORNER,McLean,Virginia,22102,8.48631E+18,1.23702E+23,IG139901/A,23.00,20130801080012
1099,BOISE TOWNE SQUARE,Boise,Idaho,83704,9.44699E+18,1.09902E+23,IC199901/A,19.00,20130801080012
1051,HILLSDALE,San Mateo,California,94403,9.47524E+18,1.05102E+23,IC299901/S,19.00,20130801080012
1055,SANTA ROSA PLAZA,Santa Rosa,California,95401,7.03326E+18,1.05502E+23,IC199901/A,19.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,5.85547E+18,1.14902E+23,IG139901/A,23.00,20130801080012
1175,SOHO,New York,New York,10012,5.8998E+18,1.17502E+23,IC299901/S,19.00,20130801080012
1113,FAYETTE MALL,Lexington,Kentucky,40503,5.28571E+18,1.11302E+23,IM622000/R,529.00,20130801080012
1038,STANFORD,Palo Alto,California,94304,4.18595E+18,1.03802E+23,IA19201/S,599.00,20130801080012
1025,IRVINE SPECTRUM CENTER,Irvine,California,92618,8.82014E+18,1.02502E+23,AT02340/A,299.00,20130801080012
1084,LINCOLN ROAD,Miami Beach,Florida,33139,2.04036E+18,1.08402E+23,IM634033/R,329.00,20130801080012
1046,CHESTNUT STREET,San Francisco,California,94123,8.75949E+18,1.04602E+23,AE20004/A,199.00,20130801080012
1229,SOUTHLAKE TOWN SQUARE,Southlake,Texas,76092,8.85069E+18,1.22902E+23,AT210004/Z,0.00,20130801080012
1071,NEW HAVEN,New Haven,Connecticut,6511,4.64843E+18,1.07102E+23,IC299901/S,19.00,20130801080012
1150,TOWN SQUARE,Las Vegas,Nevada,89119,4.46281E+18,1.15002E+23,IC199901/A,39.00,20130801080012
1028,THE GROVE,Los Angeles,California,90036,6.10634E+18,1.02802E+23,IC199901/A,19.00,20130801080012
1052,STATE STREET,Santa Barbara,California,93101,1.31534E+18,1.05202E+23,IM632022/R,429.00,20130801080012
1239,RESTON,Reston,Virginia,20190,8.93112E+18,1.23902E+23,IM632022/R,429.00,20130801080012
1148,FASHION SHOW,Las Vegas,Nevada,89109,8.94109E+18,1.14802E+23,IG139901/A,23.00,20130801080012
1137,SOMERSET,Troy,Michigan,48084,4.38143E+18,1.13702E+23,AT02340/A,299.00,20130801080012
1008,LA ENCANTADA,Tucson,Arizona,87518,3.41547E+18,1.00802E+23,IC199901/A,39.00,20130801080012
1240,SHORT PUMP TOWN CENTER,Richmond,Virginia,23233,5.94594E+18,1.24002E+23,IC299901/S,19.00,20130801080012
1032,VINTAGE FAIRE,Modesto,California,95356,6.92375E+18,1.03202E+23,AE20004/A,199.00,20130801080012
1087,MILLENIA,Orlando,Florida,32839,5.62466E+18,1.08702E+23,IC199901/A,39.00,20130801080012
1238,MACARTHUR CENTER,Norfolk,Virginia,23510,3.28472E+17,1.23802E+23,IC199901/A,19.00,20130801080012
1030,MANHATTAN VILLAGE,Manhattan Beach,California,90266,1.51623E+18,1.03002E+23,IC199901/A,19.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,2.27706E+18,1.14902E+23,IC299901/S,19.00,20130801080012
1214,BARTON CREEK,Austin,Texas,78746,1.01048E+18,1.21402E+23,IC299901/S,19.00,20130801080012
1165,TICE'S CORNER,Woodcliff Lake,New Jersey,7677,7.90674E+18,1.16502E+23,IC299901/S,19.00,20130801080012
1249,NA,NonUS, RestOfWorld,0,3.40973E+18,1.24902E+23,IG139901/A,23.00,20130801080012
1051,HILLSDALE,San Mateo,California,94403,3.79974E+18,1.05102E+23,IA19201/S,599.00,20130801080012
1243,UNIVERSITY VILLAGE,Seattle,Washington,98105,8.72865E+18,1.24302E+23,IC199901/A,39.00,20130801080012
1190,KENWOOD TOWNE CENTRE,Cincinnati,Ohio,45236,5.71696E+18,1.19002E+23,IG139901/A,23.00,20130801080012
1097,KAHALA,Honolulu,Hawaii,96816,5.22843E+18,1.09702E+23,AT02340/A,299.00,20130801080012
1173,FIFTH AVENUE,New York,New York,10153,8.15488E+18,1.17302E+23,IG139901/A,23.00,20130801080012
1139,SOUTHDALE,Edina,Minnesota,55435,8.85964E+18,1.13902E+23,IG197901/Z,19.00,20130801080012
1143,RENAISSANCE AT COLONY PARK,Ridgeland,Mississippi,39157,1.09755E+18,1.14302E+23,IG197901/Z,19.00,20130801080012
1027,CENTURY CITY,Los Angeles,California,90067,3.73017E+18,1.02702E+23,IM634033/R,329.00,20130801080012
1228,NORTH STAR,San Antonio,Texas,78216,2.90812E+18,1.22802E+23,IM634033/R,329.00,20130801080012
1024,THE AMERICANA AT BRAND,Glendale,California,91210,1.54149E+18,1.02402E+23,IC199901/A,39.00,20130801080012
1098,ROYAL HAWAIIAN,Honolulu,Hawaii,96815,3.19121E+18,1.09802E+23,IN20100/X,149.00,20130801080012
1239,RESTON,Reston,Virginia,20190,5.36952E+18,1.23902E+23,AT210004/Z,99.00,20130801080012
1073,CHRISTIANA MALL,Newark,Delaware,19702,4.19217E+17,1.07302E+23,IC199901/A,39.00,20130801080012
1072,STAMFORD,Stamford,Connecticut,6901,9.19444E+18,1.07202E+23,IP40000/Z,450.00,20130801080012
1066,ASPEN GROVE,Littleton,Colorado,80120,6.82205E+18,1.06602E+23,IC199901/A,19.00,20130801080012
1100,LINCOLN PARK,Chicago,Illinois,60642,2.17948E+18,1.10002E+23,IG139901/A,23.00,20130801080012
1011,4TH STREET,Berkeley,California,94710,3.69146E+17,1.01102E+23,IC299901/S,19.00,20130801080012
1037,PALO ALTO,Palo Alto,California,94301,5.87207E+18,1.03702E+23,IP40006/Z,549.00,20130801080012
1038,STANFORD,Palo Alto,California,94304,3.6725E+18,1.03802E+23,AT210004/Z,99.00,20130801080012
1177,WEST 14TH STREET,New York,New York,10014,4.40767E+18,1.17702E+23,AT02340/A,299.00,20130801080012
1028,THE GROVE,Los Angeles,California,90036,1.30709E+18,1.02802E+23,IN20100/X,149.00,20130801080012
1044,FASHION VALLEY,San Diego,California,92108,6.67195E+18,1.04402E+23,AT210004/Z,0.00,20130801080012
1130,HOLYOKE,Holyoke,Massachusetts,1040,2.84981E+18,1.13002E+23,IA18201/S,499.00,20130801080012
1084,LINCOLN ROAD,Miami Beach,Florida,33139,2.0966E+18,1.08402E+23,IC299901/S,19.00,20130801080012
1195,PIONEER PLACE,Portland,Oregon,97204,9.79494E+18,1.19502E+23,AT210004/Z,99.00,20130801080012
1051,HILLSDALE,San Mateo,California,94403,6.20384E+18,1.05102E+23,IG197901/Z,19.00,20130801080012
1037,PALO ALTO,Palo Alto,California,94301,9.4029E+18,1.03702E+23,AT210004/Z,0.00,20130801080012
1108,OLD ORCHARD,Skokie,Illinois,60077,2.43205E+18,1.10802E+23,IC299901/S,19.00,20130801080012
1202,ROSS PARK,Pittsburgh,Pennsylvania,16237,6.82989E+18,1.20202E+23,AT210004/Z,99.00,20130801080012
1055,SANTA ROSA PLAZA,Santa Rosa,California,95401,1.02323E+18,1.05502E+23,IC199901/A,19.00,20130801080012
1047,SAN FRANCISCO,San Francisco,California,94108,3.50671E+18,1.04702E+23,IP40006/Z,549.00,20130801080012
1121,COLUMBIA,Columbia,Maryland,21044,4.42793E+18,1.12102E+23,AT210004/Z,99.00,20130801080012
1123,BOYLSTON STREET,Boston,Massachusetts,2116,3.22648E+18,1.12302E+23,IG197901/Z,19.00,20130801080012
1095,MALL OF GEORGIA,Buford,Georgia,30519,7.1795E+18,1.09502E+23,IM634033/R,329.00,20130801080012
1028,THE GROVE,Los Angeles,California,90036,4.52818E+18,1.02802E+23,IC199901/A,39.00,20130801080012
1027,CENTURY CITY,Los Angeles,California,90067,6.37323E+18,1.02702E+23,IG139901/A,23.00,20130801080012
1244,RIVER PARK SQUARE,Spokane,Washington,99201,3.55264E+18,1.24402E+23,IP40006/Z,549.00,20130801080012
1203,SHADYSIDE,Pittsburgh,Pennsylvania,15232,6.27052E+17,1.20302E+23,IA19201/S,599.00,20130801080012
1243,UNIVERSITY VILLAGE,Seattle,Washington,98105,3.48691E+18,1.24302E+23,IG197901/Z,19.00,20130801080012
1162,ROCKAWAY,Rockaway,New Jersey,7866,7.85819E+18,1.16202E+23,MM80002/A,599.00,20130801080012
1187,FRIENDLY CENTER,Greensboro,North Carolina,27410,5.83553E+18,1.18702E+23,AT210004/Z,99.00,20130801080012
1074,GEORGETOWN,Washington,Distr. Of Columbia,20007,8.23442E+18,1.07402E+23,AT210004/Z,0.00,20130801080012
1142,ROSEDALE CENTER,Roseville,Minnesota,55113,5.51138E+18,1.14202E+23,MM80002/A,599.00,20130801080012
1161,GARDEN STATE PLAZA,Paramus,New Jersey,7653,4.36614E+18,1.16102E+23,IC299901/S,19.00,20130801080012
1188,CRABTREE VALLEY MALL,Raleigh,North Carolina,27612,5.65047E+18,1.18802E+23,AT210004/Z,99.00,20130801080012
1072,STAMFORD,Stamford,Connecticut,6901,7.54579E+18,1.07202E+23,IM634033/R,329.00,20130801080012
1090,WELLINGTON GREEN,Wellington,Florida,33414,6.96815E+18,1.09002E+23,IC199901/A,19.00,20130801080012
1142,ROSEDALE CENTER,Roseville,Minnesota,55113,7.79947E+18,1.14202E+23,IM634033/R,329.00,20130801080012
1029,LOS GATOS,Los Gatos,California,95030,7.87409E+18,1.02902E+23,IG197901/Z,19.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,8.86459E+18,1.14902E+23,IC199901/A,19.00,20130801080012
1088,THE GARDENS MALL,Palm Beach Gardens,Florida,33410,7.34982E+18,1.08802E+23,AT210004/Z,0.00,20130801080012
1020,BAY STREET,Emeryville,California,94608,4.32405E+18,1.02002E+23,IA18201/S,499.00,20130801080012
1239,RESTON,Reston,Virginia,20190,1.81495E+18,1.23902E+23,IG197901/Z,19.00,20130801080012
1232,FASHION PLACE,Murray,Utah,84107,6.65222E+17,1.23202E+23,IG197901/Z,19.00,20130801080012
1084,LINCOLN ROAD,Miami Beach,Florida,33139,3.21267E+18,1.08402E+23,IM622000/R,529.00,20130801080012
1180,EASTVIEW,Victor,New York,14564,6.61608E+18,1.18002E+23,IM632022/R,429.00,20130801080012
1213,GREEN HILLS,Nashville,Tennessee,37215,2.5072E+18,1.21302E+23,IC199901/A,19.00,20130801080012
1101,NORTH MICHIGAN AVENUE,Chicago,Illinois,60611,7.0283E+18,1.10102E+23,IM634033/R,329.00,20130801080012
1043,ARDEN FAIR,Sacramento,California,95815,8.75704E+18,1.04302E+23,AT210004/Z,0.00,20130801080012
1168,WALDEN GALLERIA,Buffalo,New York,14225,6.80801E+18,1.16802E+23,IC299901/S,19.00,20130801080012
1247,BAYSHORE,Glendale,Wisconsin,53217,9.7199E+18,1.24702E+23,IN20100/X,149.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,5.89864E+18,1.14902E+23,IG139901/A,23.00,20130801080012
1037,PALO ALTO,Palo Alto,California,94301,6.08412E+18,1.03702E+23,IG197901/Z,19.00,20130801080012
1034,FASHION ISLAND,Newport Beach,California,92660,7.74877E+18,1.03402E+23,IA18201/S,499.00,20130801080012
1174,GRAND CENTRAL,New York,New York,10017,7.01329E+18,1.17402E+23,IP40000/Z,450.00,20130801080012
1092,LENOX SQUARE,Atlanta,Georgia,30326,3.58442E+17,1.09202E+23,IA18201/S,499.00,20130801080012
1102,DEER PARK,Deer Park,Illinois,60010,9.24225E+18,1.10202E+23,AT210004/Z,0.00,20130801080012
1173,FIFTH AVENUE,New York,New York,10153,8.18147E+18,1.17302E+23,IA19201/S,599.00,20130801080012
1059,THE OAKS,Thousand Oaks,California,91360,6.48176E+18,1.05902E+23,IC199901/A,39.00,20130801080012
1176,UPPER WEST SIDE,New York,New York,10023,9.3808E+18,1.17602E+23,IC299901/S,19.00,20130801080012
1048,STONESTOWN,San Francisco,California,94132,7.79062E+18,1.04802E+23,AE20004/A,199.00,20130801080012
1152,PHEASANT LANE,Nashua,New Hampshire,3060,9.65499E+18,1.15202E+23,IP40006/Z,549.00,20130801080012
1173,FIFTH AVENUE,New York,New York,10153,7.47147E+18,1.17302E+23,IC199901/A,39.00,20130801080012
1170,WALT WHITMAN,Huntington Station,New York,11746,6.03904E+18,1.17002E+23,IC199901/A,39.00,20130801080012
1111,JORDAN CREEK,West Des Moines,Iowa,50266,3.67551E+18,1.11102E+23,IC199901/A,19.00,20130801080012
1211,SADDLE CREEK,Germantown,Tennessee,38138,2.56457E+18,1.21102E+23,MM80002/A,599.00,20130801080012
1077,BOCA RATON,Boca Raton,Florida,33431,2.91717E+18,1.07702E+23,IM622000/R,529.00,20130801080012
1037,PALO ALTO,Palo Alto,California,94301,7.31881E+18,1.03702E+23,IC299901/S,19.00,20130801080012
1220,BAYBROOK,Friendswood,Texas,77546,1.67623E+17,1.22002E+23,AT210004/Z,0.00,20130801080012
1102,DEER PARK,Deer Park,Illinois,60010,5.44476E+18,1.10202E+23,IG197901/Z,19.00,20130801080012
1161,GARDEN STATE PLAZA,Paramus,New Jersey,7653,9.86276E+18,1.16102E+23,AT210004/Z,0.00,20130801080012
1191,EASTON TOWN CENTER,Columbus,Ohio,43219,9.2638E+18,1.19102E+23,IM632022/R,429.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,7.32346E+18,1.14902E+23,IG139901/A,23.00,20130801080012
1118,ANNAPOLIS,Annapolis,Maryland,21401,7.14871E+18,1.11802E+23,IN20100/X,149.00,20130801080012
1011,4TH STREET,Berkeley,California,94710,6.35481E+18,1.01102E+23,IA19201/S,599.00,20130801080012
1139,SOUTHDALE,Edina,Minnesota,55435,2.56698E+17,1.13902E+23,IM634033/R,329.00,20130801080012
1130,HOLYOKE,Holyoke,Massachusetts,1040,9.52012E+18,1.13002E+23,AT210004/Z,0.00,20130801080012
1076,AVENTURA,Aventura,Florida,33180,9.97839E+18,1.07602E+23,IC199901/A,39.00,20130801080012
1061,WALNUT CREEK,Walnut Creek,California,94596,4.10158E+18,1.06102E+23,IM634033/R,329.00,20130801080012
1101,NORTH MICHIGAN AVENUE,Chicago,Illinois,60611,3.40702E+18,1.10102E+23,AT210004/Z,0.00,20130801080012
1084,LINCOLN ROAD,Miami Beach,Florida,33139,5.26554E+18,1.08402E+23,IC299901/S,19.00,20130801080012
1047,SAN FRANCISCO,San Francisco,California,94108,6.01417E+18,1.04702E+23,AT210004/Z,0.00,20130801080012
1149,THE FORUM SHOPS,Las Vegas,Nevada,89109,9.04978E+18,1.14902E+23,AE20004/A,199.00,20130801080012
1173,FIFTH AVENUE,New York,New York,10153,7.09902E+18,1.17302E+23,IM632022/R,429.00,20130801080012
1242,ALDERWOOD MALL,Lynnwood,Washington,98037,5.09477E+18,1.24202E+23,IC299901/S,19.00,20130801080012
1202,ROSS PARK,Pittsburgh,Pennsylvania,16237,5.20778E+18,1.20202E+23,AE20004/A,199.00,20130801080012
1176,UPPER WEST SIDE,New York,New York,10023,4.74078E+18,1.17602E+23,IC199901/A,39.00,20130801080012
1189,SUMMIT MALL,Akron,Ohio,44333,9.66681E+18,1.18902E+23,IC299901/S,19.00,20130801080012
1118,ANNAPOLIS,Annapolis,Maryland,21401,4.33204E+18,1.11802E+23,IM634033/R,329.00,20130801080012
1171,SMITH HAVEN,Lake Grove,New York,11755,6.70205E+18,1.17102E+23,IA19201/S,599.00,20130801080012
1177,WEST 14TH STREET,New York,New York,10014,5.01519E+18,1.17702E+23,IC199901/A,39.00,20130801080012
1173,FIFTH AVENUE,New York,New York,10153,4.59043E+18,1.17302E+23,IC199901/A,39.00,20130801080012
1009,THE PROMENADE AT CHENAL,Little Rock,Arkansas,17711,2.02746E+18,1.00902E+23,IM632022/R,429.00,20130801080012
1020,BAY STREET,Emeryville,California,94608,8.45945E+18,1.02002E+23,IC199901/A,39.00,20130801080012
1175,SOHO,New York,New York,10012,3.14951E+18,1.17502E+23,IG139901/A,23.00,20130801080012
1215,THE DOMAIN,Austin,Texas,78758,6.78327E+18,1.21502E+23,IG197901/Z,19.00,20130801080012
1124,SOUTH SHORE,Braintree,Massachusetts,2184,8.83352E+18,1.12402E+23,IP40006/Z,549.00,20130801080012
1190,KENWOOD TOWNE CENTRE,Cincinnati,Ohio,45236,3.1497E+18,1.19002E+23,AT210004/Z,0.00,20130801080012
1102,DEER PARK,Deer Park,Illinois,60010,7.64923E+18,1.10202E+23,IP40006/Z,549.00,20130801080012
1208,KING STREET,Charleston,South Carolina,29401,2.17242E+18,1.20802E+23,IG139901/A,23.00,20130801080012
1064,THE PROMENADE SHOPS AT BRIARGATE,Colorado Springs,Colorado,80920,6.0968E+18,1.06402E+23,IG197901/Z,19.00,20130801080012
1204,SOUTH HILLS VILLAGE,Pittsburgh,Pennsylvania,15232,2.00695E+17,1.20402E+23,AT210004/Z,0.00,20130801080012
1243,UNIVERSITY VILLAGE,Seattle,Washington,98105,7.36053E+18,1.24302E+23,IG197901/Z,19.00,20130801080012
1120,MONTGOMERY MALL,Bethesda,Maryland,20817,2.42382E+18,1.12002E+23,IC199901/A,19.00,20130801080012
1008,LA ENCANTADA,Tucson,Arizona,87518,4.77862E+18,1.00802E+23,IM622000/R,529.00,20130801080012
1047,SAN FRANCISCO,San Francisco,California,94108,1.86671E+18,1.04702E+23,AT210004/Z,0.00,20130801080012
1046,CHESTNUT STREET,San Francisco,California,94123,1.33643E+17,1.04602E+23,IM622000/R,529.00,20130801080012
1118,ANNAPOLIS,Annapolis,Maryland,21401,9.17946E+18,1.11802E+23,IA19001/S,699.00,20130801080012
1167,CROSSGATES,Albany,New York,12203,4.31643E+18,1.16702E+23,IG139901/A,23.00,20130801080012
1206,WILLOW GROVE PARK,Willow Grove,Pennsylvania,19090,6.85868E+18,1.20602E+23,IM622000/R,529.00,20130801080012
1053,VALLEY FAIR,Santa Clara,California,95050,1.40138E+18,1.05302E+23,IG197901/Z,19.00,20130801080012
1115,MALL OF LOUISIANA,Baton Rouge,Louisiana,70836,8.02945E+18,1.11502E+23,IC299901/S,19.00,20130801080012
1229,SOUTHLAKE TOWN SQUARE,Southlake,Texas,76092,8.39961E+18,1.22902E+23,IG139901/A,23.00,20130801080012
1187,FRIENDLY CENTER,Greensboro,North Carolina,27410,5.10853E+18,1.18702E+23,MM80002/A,599.00,20130801080012
1080,THE GALLERIA,Fort Lauderdale,Florida,33304,9.20305E+18,1.08002E+23,IG197901/Z,19.00,20130801080012
1009,THE PROMENADE AT CHENAL,Little Rock,Arkansas,17711,3.88481E+18,1.00902E+23,IG139901/A,23.00,20130801080012
1215,THE DOMAIN,Austin,Texas,78758,7.55137E+18,1.21502E+23,IN20100/X,149.00,20130801080012
1236,FAIR OAKS,Fairfax,Virginia,22033,4.51509E+18,1.23602E+23,AE20004/A,199.00,20130801080012
1195,PIONEER PLACE,Portland,Oregon,97204,3.0826E+18,1.19502E+23,IC199901/A,39.00,20130801080012
1044,FASHION VALLEY,San Diego,California,92108,8.38821E+18,1.04402E+23,IC199901/A,39.00,20130801080012
1026,BEVERLY CENTER,Los Angeles,California,90048,3.76821E+17,1.02602E+23,IG139901/A,23.00,20130801080012
1077,BOCA RATON,Boca Raton,Florida,33431,7.41612E+18,1.07702E+23,IG139901/A,23.00,20130801080012
