Zip	City	State	LatVal	LongVal
99567	Chugiak	AK	61.4098	-149.4537
99577	Eagle^River	AK	61.3114	-149.5085
99587	Girdwood	AK	60.9577	-149.1406
99599	Anchorage	AK	61.1872	-149.8804
99695	Anchorage	AK	61.1089	-149.4403
99551	Akiachak	AK	60.3147	-163.1189
99552	Akiak	AK	60.3147	-163.1189
99557	Aniak	AK	60.3147	-163.1189
99559	Bethel	AK	60.13	-162.1739
99561	Chefornak	AK	60.1537	-164.2103
99575	Crooked^Creek	AK	61.8181	-158.0025
99578	Eek	AK	60.2151	-162.0323
99589	Goodnews^Bay	AK	60.3147	-163.1189
99607	Kalskag	AK	61.541	-160.3261
99609	Kasigluk	AK	60.3147	-163.1189
99614	Kipnuk	AK	59.9232	-164.101
99621	Kwethluk	AK	60.3147	-163.1189
99622	Kwigillingok	AK	60.3147	-163.1189
99626	Lower^Kalskag	AK	61.5138	-160.36
99630	Mekoryuk	AK	60.3657	-166.2836
99634	Napakiak	AK	60.3147	-163.1189
99637	Toksook^Bay	AK	60.3147	-163.1189
99641	Nunapitchuk	AK	60.3147	-163.1189
99651	Platinum	AK	60.3147	-163.1189
99655	Quinhagak	AK	59.7381	-161.8749
99656	Red^Devil	AK	60.3147	-163.1189
99668	Sleetmute	AK	61.6346	-157.1183
99679	Tuluksak	AK	61.1088	-160.9389
99680	Tuntutuliak	AK	60.3147	-163.1189
99681	Tununak	AK	60.3147	-163.1189
99690	Nightmute	AK	60.3147	-163.1189
99613	King^Salmon	AK	58.7456	-157.1595
99633	Naknek	AK	58.8857	-156.7054
99670	South^Naknek	AK	58.7456	-157.1595
99704	Clear	AK	63.5436	-149.9867
99729	Cantwell	AK	63.3955	-148.8974
99743	Healy	AK	63.9171	-149.0111
99744	Anderson	AK	63.5436	-149.9867
99755	Denali^National^Park	AK	63.5436	-149.9867
99555	Aleknagik	AK	59.2697	-158.6199
99569	Clarks^Point	AK	58.9621	-163.1189
99576	Dillingham	AK	59.0402	-158.5231
99580	Ekwok	AK	59.3628	-157.4782
99628	Manokotak	AK	59.0096	-158.9897
99636	New^Stuyahok	AK	58.9621	-163.1189
99678	Togiak	AK	58.9621	-163.1189
99701	Fairbanks	AK	64.644	-147.5221
99702	Eielson^Afb	AK	64.6735	-147.0805
99703	Fort^Wainwright	AK	64.8283	-147.6557
99705	North^Pole	AK	64.7805	-147.3694
99706	Fairbanks	AK	64.8521	-147.9377
99707	Fairbanks	AK	64.6998	-147.4051
99708	Fairbanks	AK	64.9475	-147.8564
99709	Fairbanks	AK	64.8544	-147.8469
99710	Fairbanks	AK	64.9486	-147.5355
99711	Fairbanks	AK	64.8264	-147.3888
99712	Fairbanks	AK	64.9109	-147.5105
99714	Salcha	AK	64.509	-146.953
99716	Two^Rivers	AK	64.8746	-146.8982
99725	Ester	AK	64.871	-148.0949
99775	Fairbanks	AK	64.8591	-147.8267
99790	Fairbanks	AK	64.8561	-146.276
99827	Haines	AK	59.2519	-135.542
99801	Juneau	AK	58.3628	-134.5294
99802	Juneau	AK	58.4057	-134.5897
99803	Juneau	AK	58.3771	-134.6174
99811	Juneau	AK	58.3835	-134.1978
99821	Auke^Bay	AK	58.4494	-134.7003
99824	Douglas	AK	58.2756	-134.395
99850	Juneau	AK	58.3835	-134.1978
99556	Anchor^Point	AK	59.8371	-151.7078
99568	Clam^Gulch	AK	60.2016	-151.4226
99572	Cooper^Landing	AK	60.4767	-149.8235
99603	Homer	AK	60.0565	-151.3624
99605	Hope	AK	60.0366	-151.6556
99610	Kasilof	AK	60.3164	-151.2896
99611	Kenai	AK	60.6145	-151.2546
99631	Moose^Pass	AK	60.0366	-151.6556
99635	Nikiski	AK	60.7007	-151.2766
99639	Ninilchik	AK	60.0108	-151.6396
99663	Seldovia	AK	59.4495	-151.7009
99664	Seward	AK	60.1329	-149.3985
99669	Soldotna	AK	60.4818	-151.1358
99672	Sterling	AK	60.5136	-150.8532
99682	Tyonek	AK	60.0366	-151.6556
99901	Ketchikan	AK	55.372	-131.6832
99928	Ward^Cove	AK	55.3954	-131.6754
99950	Ketchikan	AK	55.542	-131.4327
99550	Port^Lions	AK	57.7012	-153.5056
99608	Karluk	AK	58.2687	-155.7971
99615	Kodiak	AK	57.7628	-152.4729
99619	Kodiak	AK	58.2687	-155.7971
99624	Larsen^Bay	AK	58.2687	-155.7971
99643	Old^Harbor	AK	58.2687	-155.7971
99644	Ouzinkie	AK	58.2687	-155.7971
99697	Kodiak	AK	58.2687	-155.7971
99548	Chignik^Lake	AK	58.2687	-156.6484
99549	Port^Heiden	AK	56.9643	-158.5664
99564	Chignik	AK	56.3016	-158.4157
99565	Chignik^Lagoon	AK	58.2687	-156.6484
99579	Egegik	AK	58.2062	-157.3422
99606	Iliamna	AK	59.7525	-154.8236
99625	Levelock	AK	58.2687	-156.6484
99640	Nondalton	AK	58.2687	-156.6484
99647	Pedro^Bay	AK	58.2687	-156.6484
99648	Perryville	AK	55.9453	-159.2593
99649	Pilot^Point	AK	57.5952	-157.4493
99653	Port^Alsworth	AK	58.2687	-156.6484
99645	Palmer	AK	62.2573	-149.6339
99652	Big^Lake	AK	61.523	-149.7288
99654	Wasilla	AK	61.5923	-149.3959
99667	Skwentna	AK	62.2804	-149.7152
99674	Sutton	AK	61.7327	-148.7837
99676	Talkeetna	AK	62.2605	-150.1101
99683	Trapper^Creek	AK	61.7205	-150.0092
99687	Wasilla	AK	61.5313	-149.4784
99688	Willow	AK	61.8966	-150.0038
99694	Houston	AK	62.2804	-149.7152
99659	Saint^Michael	AK	63.4776	-162.1091
99671	Stebbins	AK	64.7556	-165.6723
99684	Unalakleet	AK	63.8835	-160.7884
99739	Elim	AK	64.6217	-162.2604
99742	Gambell	AK	63.7766	-171.7017
99753	Koyuk	AK	64.7556	-165.6723
99762	Nome	AK	63.8887	-163.8008
99769	Savoonga	AK	63.6797	-170.4709
99771	Shaktoolik	AK	64.3755	-161.1746
99772	Shishmaref	AK	66.2306	-166.1373
99778	Teller	AK	65.2402	-166.3833
99783	Wales	AK	64.7556	-165.6723
99784	White^Mountain	AK	64.7028	-163.4218
99785	Brevig^Mission	AK	65.3342	-166.4786
99721	Anaktuvuk^Pass	AK	66.6933	-153.994
99723	Barrow	AK	71.2346	-156.8174
99734	Prudhoe^Bay	AK	66.6933	-153.994
99747	Kaktovik	AK	66.6933	-153.994
99759	Point^Lay	AK	68.887	-164.2497
99766	Point^Hope	AK	66.6933	-153.994
99782	Wainwright	AK	66.6933	-153.994
99789	Nuiqsut	AK	70.1927	-150.9971
99791	Atqasuk	AK	70.4947	-157.4411
99727	Buckland	AK	66.8684	-159.8439
99736	Deering	AK	66.8684	-159.8439
99749	Kiana	AK	66.8684	-159.8439
99750	Kivalina	AK	66.8684	-159.8439
99751	Kobuk	AK	66.8684	-159.8439
99752	Kotzebue	AK	66.8653	-161.7808
99761	Noatak	AK	66.8684	-159.8439
99763	Noorvik	AK	66.8364	-161.0441
99770	Selawik	AK	66.8684	-159.8439
99773	Shungnak	AK	66.8684	-159.8439
99786	Ambler	AK	66.8684	-159.8439
99903	Meyers^Chuck	AK	55.5179	-132.0032
99918	Coffman^Cove	AK	55.5179	-132.0032
99919	Thorne^Bay	AK	55.6609	-132.5138
99921	Craig	AK	55.4732	-133.1171
99922	Hydaburg	AK	55.2087	-132.8259
99923	Hyder	AK	55.5179	-132.0032
99925	Klawock	AK	55.5526	-133.0555
99926	Metlakatla	AK	55.1215	-131.579
99927	Point^Baker	AK	55.5179	-132.0032
99835	Sitka	AK	57.0514	-135.3166
99689	Yakutat	AK	58.3318	-135.1813
99820	Angoon	AK	57.5005	-134.586
99825	Elfin^Cove	AK	58.3318	-135.1813
99826	Gustavus	AK	58.4284	-135.7615
99829	Hoonah	AK	58.0977	-135.4316
99832	Pelican	AK	58.3318	-135.1813
99840	Skagway	AK	59.4685	-135.3018
99841	Tenakee^Springs	AK	57.7982	-135.2851
99732	Chicken	AK	63.8706	-144.0026
99737	Delta^Junction	AK	63.1075	-143.4225
99738	Eagle	AK	63.8706	-144.0026
99764	Northway	AK	63.8706	-144.0026
99776	Tanacross	AK	63.8706	-144.0026
99779	Tetlin	AK	63.8706	-144.0026
99780	Tok	AK	63.8706	-144.0026
99566	Chitina	AK	61.471	-144.991
99573	Copper^Center	AK	61.471	-144.991
99574	Cordova	AK	60.5362	-145.7534
99586	Gakona	AK	61.471	-144.991
99588	Glennallen	AK	62.1039	-145.6617
99677	Tatitlek	AK	61.471	-144.991
99686	Valdez	AK	61.6856	-145.7752
99693	Whittier	AK	61.471	-144.991
99554	Alakanuk	AK	62.1172	-163.2376
99563	Chevak	AK	61.584	-164.7765
99581	Emmonak	AK	62.8274	-164.1313
99585	Marshall	AK	62.1172	-163.2376
99604	Hooper^Bay	AK	62.1172	-163.2376
99620	Kotlik	AK	63.0295	-163.5542
99632	Mountain^Village	AK	62.3325	-164.2872
99650	Pilot^Station	AK	61.9462	-162.8747
99657	Russian^Mission	AK	62.1172	-163.2376
99658	Saint^Marys	AK	62.1172	-163.2376
99662	Scammon^Bay	AK	61.845	-165.5819
99666	Sheldon^Point	AK	62.1172	-163.2376
99830	Kake	AK	56.9736	-133.936
99833	Petersburg	AK	56.8271	-133.1607
99836	Port^Alexander	AK	56.536	-132.8279
99929	Wrangell	AK	56.4335	-132.3529
99558	Anvik	AK	65.2264	-151.0251
99584	Flat	AK	65.2264	-151.0251
99590	Grayling	AK	65.2264	-151.0251
99602	Holy^Cross	AK	62.1926	-159.8251
99627	Mc^Grath	AK	62.9457	-155.5712
99665	Shageluk	AK	65.2264	-151.0251
99675	Takotna	AK	65.2264	-151.0251
99691	Nikolai	AK	65.2264	-151.0251
99720	Allakaket	AK	66.5432	-152.7122
99722	Arctic^Village	AK	65.2264	-151.0251
99724	Beaver	AK	66.9297	-149.193
99726	Bettles^Field	AK	65.2264	-151.0251
99730	Central	AK	65.4681	-144.7489
99733	Circle	AK	65.8245	-144.0826
99740	Fort^Yukon	AK	65.2264	-151.0251
99741	Galena	AK	65.2264	-151.0251
99745	Hughes	AK	66.0382	-154.2644
99746	Huslia	AK	65.6899	-156.292
99748	Kaltag	AK	64.3305	-158.7243
99754	Koyukuk	AK	65.2264	-151.0251
99756	Manley^Hot^Springs	AK	65.2264	-151.0251
99757	Lake^Minchumina	AK	65.2264	-151.0251
99758	Minto	AK	65.0584	-149.6912
99760	Nenana	AK	64.5577	-149.0867
99765	Nulato	AK	65.2264	-151.0251
99767	Rampart	AK	65.509	-150.1619
99768	Ruby	AK	64.7201	-155.5039
99774	Stevens^Village	AK	65.2264	-151.0251
99777	Tanana	AK	65.2264	-151.0251
99781	Venetie	AK	67.0104	-146.4137
99788	Chalkyitsik	AK	65.2264	-151.0251
99529	Anchorage	AK	61.1515	-149.9443
99530	Anchorage	AK	61.1515	-149.9443
99545	Kongiganak	AK	59.9599	-162.8919
99629	Wasilla	AK	61.5841	-149.4436
99731	Fort^Greely	AK	63.952	-146.451
99812	Juneau	AK	58.3271	-134.4742
36003	Autaugaville	AL	32.4625	-86.7149
36006	Billingsley	AL	32.6106	-86.7163
36008	Booth	AL	32.5016	-86.5727
36051	Marbury	AL	32.6018	-86.5164
36066	Prattville	AL	32.4787	-86.43
36067	Prattville	AL	32.4715	-86.4831
36068	Prattville	AL	32.5079	-86.6663
36749	Jones	AL	32.5104	-86.8138
36507	Bay^Minette	AL	30.8635	-87.7644
36511	Bon^Secour	AL	30.4655	-87.7535
36526	Daphne	AL	30.6197	-87.8895
36527	Spanish^Fort	AL	30.6959	-87.8867
36530	Elberta	AL	30.3942	-87.589
36532	Fairhope	AL	30.5012	-87.8835
36533	Fairhope	AL	30.4841	-87.8606
36535	Foley	AL	30.4007	-87.6857
36536	Foley	AL	30.4222	-87.7064
36542	Gulf^Shores	AL	30.2849	-87.7942
36547	Gulf^Shores	AL	30.2653	-87.6299
36549	Lillian	AL	30.3972	-87.4745
36550	Little^River	AL	31.2246	-87.7548
36551	Loxley	AL	30.618	-87.7562
36555	Magnolia^Springs	AL	30.4276	-87.796
36559	Montrose	AL	30.5623	-87.9005
36561	Orange^Beach	AL	30.281	-87.5815
36562	Perdido	AL	31.0403	-87.6667
36564	Point^Clear	AL	30.476	-87.9179
36567	Robertsdale	AL	30.5616	-87.6373
36574	Seminole	AL	30.5048	-87.4659
36576	Silverhill	AL	30.5222	-87.7457
36577	Spanish^Fort	AL	30.7328	-87.702
36578	Stapleton	AL	30.8585	-87.729
36579	Stockton	AL	31.0129	-87.8633
36580	Summerdale	AL	30.4752	-87.6992
36016	Clayton	AL	31.8874	-85.4509
36017	Clio	AL	31.6852	-85.5904
36027	Eufaula	AL	31.9051	-85.1656
36048	Louisville	AL	31.7943	-85.5581
36072	Eufaula	AL	31.8261	-85.166
35034	Brent	AL	32.9357	-87.2114
35035	Brierfield	AL	33.0427	-86.9517
35042	Centreville	AL	32.9503	-87.1192
35074	Green^Pond	AL	33.2027	-87.118
35184	West^Blocton	AL	33.1424	-87.1369
35188	Woodstock	AL	33.1698	-87.1635
36792	Randolph	AL	32.8888	-86.907
36793	Lawley	AL	32.8646	-86.9567
35013	Allgood	AL	33.9222	-86.4493
35031	Blountsville	AL	34.0929	-86.5686
35049	Cleveland	AL	33.9778	-86.5598
35079	Hayden	AL	33.9534	-86.7455
35097	Locust^Fork	AL	33.905	-86.6261
35121	Oneonta	AL	33.9259	-86.4741
35133	Remlap	AL	33.8462	-86.6417
36029	Fitzpatrick	AL	32.1516	-85.8883
36053	Midway	AL	32.0955	-85.5315
36061	Perote	AL	32.0928	-85.7046
36089	Union^Springs	AL	32.1663	-85.6787
36015	Chapman	AL	31.6427	-86.7343
36030	Forest^Home	AL	31.8501	-86.8372
36033	Georgiana	AL	31.6287	-86.734
36037	Greenville	AL	31.81	-86.6229
36456	Mc^Kenzie	AL	31.545	-86.7356
36201	Anniston	AL	33.6539	-85.8382
36202	Anniston	AL	33.7622	-85.8378
36203	Anniston	AL	33.7259	-85.8994
36203	Oxford	AL	33.6127	-85.8216
36204	Anniston	AL	33.7622	-85.8378
36205	Anniston	AL	33.7358	-85.7933
36206	Anniston	AL	33.7191	-85.8389
36207	Anniston	AL	33.7204	-85.7533
36250	Alexandria	AL	33.7808	-85.8924
36253	Bynum	AL	33.7622	-85.8378
36254	Choccolocco	AL	33.6573	-85.6991
36257	De^Armanville	AL	33.7622	-85.8378
36260	Eastaboga	AL	33.6031	-85.9608
36265	Jacksonville	AL	33.831	-85.7752
36271	Ohatchee	AL	33.7788	-86.0254
36272	Piedmont	AL	33.8389	-85.646
36277	Weaver	AL	33.7563	-85.8107
36279	Wellington	AL	33.8638	-85.9153
36852	Cusseta	AL	32.7831	-85.2756
36854	Valley	AL	32.8113	-85.1749
36855	Five^Points	AL	33.0424	-85.3243
36862	Lafayette	AL	32.9252	-85.4426
36863	Lanett	AL	32.8616	-85.2161
35959	Cedar^Bluff	AL	34.2417	-85.6026
35960	Centre	AL	34.1116	-85.6092
35973	Gaylesville	AL	34.3573	-85.5589
35983	Leesburg	AL	34.1911	-85.7705
36275	Spring^Garden	AL	33.9778	-85.5521
35045	Clanton	AL	32.8355	-86.6425
35046	Clanton	AL	32.8864	-86.6489
35085	Jemison	AL	32.9805	-86.7181
35171	Thorsby	AL	32.8932	-86.7564
36091	Verbena	AL	32.7596	-86.5438
36750	Maplesville	AL	32.8045	-86.8717
36790	Stanton	AL	32.7235	-86.8758
36904	Butler	AL	32.0829	-88.2064
36906	Cromwell	AL	32.0042	-88.2007
36908	Gilbertown	AL	31.8666	-88.3265
36910	Jachin	AL	32.0042	-88.2007
36912	Lisman	AL	32.2177	-88.3234
36913	Melvin	AL	32.0042	-88.2007
36915	Needham	AL	32.0042	-88.2007
36916	Pennington	AL	32.2094	-88.049
36919	Silas	AL	31.7668	-88.3091
36921	Toxey	AL	31.9155	-88.151
36922	Ward	AL	32.2103	-88.0655
36436	Dickinson	AL	31.7172	-87.6569
36446	Fulton	AL	31.7909	-87.7081
36451	Grove^Hill	AL	31.6755	-87.7636
36482	Whatley	AL	31.6395	-87.6565
36501	Alma	AL	31.4825	-87.8801
36515	Carlton	AL	31.3224	-87.8378
36524	Coffeeville	AL	31.7843	-88.0715
36540	Gainestown	AL	31.4258	-87.6822
36545	Jackson	AL	31.5131	-87.8672
36570	Salitpa	AL	31.5884	-87.8409
36586	Walker^Springs	AL	31.5884	-87.8409
36727	Campbell	AL	31.5884	-87.8409
36762	Morvin	AL	31.9402	-88.0034
36784	Thomasville	AL	31.9067	-87.7598
35082	Hollins	AL	33.1162	-86.1386
36251	Ashland	AL	33.2474	-85.829
36255	Cragford	AL	33.2171	-85.7108
36258	Delta	AL	33.4573	-85.6793
36266	Lineville	AL	33.3286	-85.7346
36267	Millerville	AL	33.1808	-85.9418
36261	Edwardsville	AL	33.7066	-85.5099
36262	Fruithurst	AL	33.7717	-85.4381
36264	Heflin	AL	33.6115	-85.5885
36269	Muscadine	AL	33.7529	-85.3789
36273	Ranburne	AL	33.5616	-85.3786
36323	Elba	AL	31.4137	-86.0777
36330	Enterprise	AL	31.3408	-85.8421
36331	Enterprise	AL	31.2978	-85.9036
36346	Jack	AL	31.5652	-85.971
36351	New^Brockton	AL	31.369	-85.9404
36453	Kinston	AL	31.2621	-86.0695
35616	Cherokee	AL	34.7442	-87.9724
35646	Leighton	AL	34.711	-87.5221
35660	Sheffield	AL	34.7578	-87.6971
35661	Muscle^Shoals	AL	34.7561	-87.6304
35662	Muscle^Shoals	AL	34.7572	-87.9666
35674	Tuscumbia	AL	34.6874	-87.6833
36401	Evergreen	AL	31.458	-86.9258
36429	Brooklyn	AL	31.4669	-87.0447
36432	Castleberry	AL	31.3709	-86.9981
36454	Lenox	AL	31.4669	-87.0447
36473	Range	AL	31.4669	-87.0447
36475	Repton	AL	31.4256	-87.172
35072	Goodwater	AL	33.0746	-86.0781
35089	Kellyton	AL	32.9791	-86.0484
35136	Rockford	AL	32.878	-86.24
35183	Weogufka	AL	33.0238	-86.3042
36026	Equality	AL	32.8139	-86.1051
36038	Gantt	AL	31.2609	-86.4448
36420	Andalusia	AL	31.2971	-86.4905
36442	Florala	AL	31.0172	-86.3385
36455	Lockhart	AL	31.2609	-86.4448
36467	Opp	AL	31.2799	-86.2571
36474	Red^Level	AL	31.4399	-86.6121
36476	River^Falls	AL	31.2609	-86.4448
36483	Wing	AL	31.0223	-86.6293
36009	Brantley	AL	31.571	-86.2743
36028	Dozier	AL	31.5066	-86.3663
36034	Glenwood	AL	31.6641	-86.171
36041	Highland^Home	AL	31.9283	-86.2971
36042	Honoraville	AL	31.8784	-86.3981
36049	Luverne	AL	31.7074	-86.2566
36062	Petrey	AL	31.7459	-86.3239
36071	Rutledge	AL	31.7062	-86.3715
35019	Baileyton	AL	34.2683	-86.6213
35033	Bremen	AL	33.9737	-87.0043
35053	Crane^Hill	AL	34.0821	-87.0484
35055	Cullman	AL	34.1761	-86.8298
35056	Cullman	AL	34.1964	-86.8952
35057	Cullman	AL	34.0878	-86.9447
35058	Cullman	AL	34.2098	-86.752
35070	Garden^City	AL	34.0058	-86.75
35077	Hanceville	AL	34.0516	-86.7848
35083	Holly^Pond	AL	34.1901	-86.6174
35087	Joppa	AL	34.2837	-86.5519
35098	Logan	AL	34.1377	-87.0266
35179	Vinemont	AL	34.2621	-86.9125
36311	Ariton	AL	31.583	-85.7077
36317	Clopton	AL	31.4079	-85.6035
36322	Daleville	AL	31.2811	-85.7305
36350	Midland^City	AL	31.3672	-85.513
36352	Newton	AL	31.3311	-85.5992
36360	Ozark	AL	31.4391	-85.6436
36361	Ozark	AL	31.4079	-85.6035
36362	Fort^Rucker	AL	31.348	-85.7214
36371	Pinckard	AL	31.3074	-85.5263
36374	Skipperville	AL	31.5748	-85.537
36701	Selma	AL	32.4197	-87.0245
36702	Selma	AL	32.4193	-87.1247
36703	Selma	AL	32.4156	-87.0135
36758	Plantersville	AL	32.6176	-86.9475
36759	Marion^Junction	AL	32.4266	-87.2702
36761	Minter	AL	32.1899	-87.0633
36767	Orrville	AL	32.2949	-87.2214
36773	Safford	AL	32.3002	-87.3693
36775	Sardis	AL	32.2844	-86.992
36785	Tyler	AL	32.3239	-86.8646
35961	Collinsville	AL	34.268	-85.862
35962	Crossville	AL	34.2588	-86.0306
35963	Dawson	AL	34.3568	-85.9292
35967	Fort^Payne	AL	34.4368	-85.7124
35968	Fort^Payne	AL	34.5072	-85.7979
35971	Fyffe	AL	34.4373	-85.9288
35974	Geraldine	AL	34.3592	-86.024
35975	Groveoak	AL	34.4359	-86.04
35978	Henagar	AL	34.6186	-85.7274
35981	Ider	AL	34.7351	-85.6416
35984	Mentone	AL	34.5872	-85.5777
35986	Rainsville	AL	34.4989	-85.8446
35988	Sylvania	AL	34.559	-85.7921
35989	Valley^Head	AL	34.5697	-85.6272
36020	Coosada	AL	32.5056	-86.3322
36022	Deatsville	AL	32.6134	-86.3382
36024	Eclectic	AL	32.6542	-86.0316
36025	Elmore	AL	32.5454	-86.3161
36045	Kent	AL	32.5876	-86.133
36054	Millbrook	AL	32.4995	-86.3641
36078	Tallassee	AL	32.551	-85.8978
36080	Titus	AL	32.69	-86.2393
36092	Wetumpka	AL	32.5927	-86.2153
36093	Wetumpka	AL	32.5622	-86.0994
36426	Brewton	AL	31.1294	-87.0961
36427	Brewton	AL	31.0918	-87.264
36441	Flomaton	AL	31.0402	-87.2664
36502	Atmore	AL	31.0572	-87.4873
36503	Atmore	AL	31.1282	-87.1521
36504	Atmore	AL	31.0158	-87.4972
36543	Huxford	AL	31.2161	-87.4615
35901	Gadsden	AL	34.0243	-86.0741
35902	Gadsden	AL	33.9841	-85.8034
35903	Gadsden	AL	33.9845	-85.9077
35904	Gadsden	AL	34.0217	-86.0495
35905	Gadsden	AL	33.9352	-85.9576
35906	Rainbow^City	AL	34.0338	-86.0852
35907	Gadsden	AL	33.9596	-85.9732
35952	Altoona	AL	34.071	-86.2096
35954	Attalla	AL	34.0296	-86.0967
35972	Gallant	AL	33.9976	-86.2346
35990	Walnut^Grove	AL	34.0566	-86.2754
35542	Bankston	AL	33.7008	-87.6896
35545	Belk	AL	33.6452	-87.9239
35546	Berry	AL	33.6945	-87.6226
35555	Fayette	AL	33.6974	-87.8346
35559	Glen^Allen	AL	33.8896	-87.6964
35571	Hodges	AL	34.3417	-87.959
35581	Phil^Campbell	AL	34.347	-87.7154
35582	Red^Bay	AL	34.4513	-88.1129
35585	Spruce^Pine	AL	34.4246	-87.8145
35593	Vina	AL	34.3712	-88.0774
35653	Russellville	AL	34.5066	-87.7257
35654	Russellville	AL	34.4675	-87.6478
36313	Bellwood	AL	31.1501	-85.8137
36314	Black	AL	31.0132	-85.7456
36316	Chancellor	AL	31.1767	-85.8135
36318	Coffee^Springs	AL	31.1388	-85.9182
36340	Geneva	AL	31.0414	-85.8847
36344	Hartford	AL	31.086	-85.7192
36349	Malvern	AL	31.1212	-85.5592
36375	Slocomb	AL	31.0956	-85.583
36477	Samson	AL	31.1049	-86.0674
35443	Boligee	AL	32.7746	-88.0267
35448	Clinton	AL	32.8357	-87.9569
35462	Eutaw	AL	32.8889	-87.9303
35469	Knoxville	AL	32.9824	-87.7919
35491	West^Greene	AL	32.8357	-87.9569
36740	Forkland	AL	32.6108	-87.8441
35441	Akron	AL	32.8553	-87.7219
35474	Moundville	AL	32.9108	-87.5935
36742	Gallion	AL	32.5298	-87.6985
36744	Greensboro	AL	32.7167	-87.5905
36765	Newbern	AL	32.5515	-87.5615
36776	Sawyerville	AL	32.7578	-87.7402
36310	Abbeville	AL	31.5755	-85.279
36345	Headland	AL	31.3534	-85.3323
36353	Newville	AL	31.4403	-85.3287
36373	Shorterville	AL	31.501	-85.1135
36301	Dothan	AL	31.1481	-85.3718
36302	Dothan	AL	31.156	-85.3559
36303	Dothan	AL	31.1601	-85.323
36304	Dothan	AL	31.156	-85.3559
36305	Dothan	AL	31.2197	-85.4828
36312	Ashford	AL	31.1888	-85.2535
36319	Columbia	AL	31.3352	-85.1455
36320	Cottonwood	AL	31.0996	-85.3143
36321	Cowarts	AL	31.2025	-85.3014
36343	Gordon	AL	31.1002	-85.1234
36370	Pansey	AL	31.1403	-85.1573
36376	Webb	AL	31.2656	-85.2544
35740	Bridgeport	AL	34.9446	-85.7277
35744	Dutton	AL	34.6046	-85.9067
35745	Estillfork	AL	34.913	-86.1716
35746	Fackler	AL	34.8259	-85.9846
35751	Hollytree	AL	34.7955	-86.2743
35752	Hollywood	AL	34.7304	-85.9532
35755	Langston	AL	34.7336	-86.0202
35764	Paint^Rock	AL	34.7031	-86.3068
35765	Pisgah	AL	34.6886	-85.803
35766	Princeton	AL	34.8713	-86.2513
35768	Scottsboro	AL	34.7507	-86.1422
35769	Scottsboro	AL	34.618	-86.0562
35771	Section	AL	34.5433	-85.994
35772	Stevenson	AL	34.8769	-85.8508
35774	Trenton	AL	34.7176	-86.0738
35776	Woodville	AL	34.6689	-86.2296
35958	Bryant	AL	34.945	-85.6324
35966	Flat^Rock	AL	34.8076	-85.7084
35979	Higdon	AL	34.8391	-85.6196
35005	Adamsville	AL	33.5884	-86.9597
35006	Adger	AL	33.4343	-87.1675
35015	Alton	AL	33.5446	-86.9292
35020	Bessemer	AL	33.409	-86.9475
35021	Bessemer	AL	33.5446	-86.9292
35022	Bessemer	AL	33.3527	-86.9683
35023	Bessemer	AL	33.479	-86.9448
35036	Brookside	AL	33.6363	-86.9162
35041	Cardiff	AL	33.6467	-86.9318
35048	Clay	AL	33.5446	-86.9292
35060	Docena	AL	33.5589	-86.9294
35061	Dolomite	AL	33.4654	-86.9564
35064	Fairfield	AL	33.4735	-86.9183
35068	Fultondale	AL	33.6017	-86.8265
